gesprek_id,datum_id,gemeente_id,instroomtype_id,voltooid,match_getoond,duur_minuten,leefstijlscore_totaal,score_voeding,score_beweging,score_ontspanning,score_slaap,score_verbinding,score_middelen
365,719,3,1,True,True,27,6.38,5.4,6.7,6.1,8.1,6.5,5.5
366,1088,5,2,False,False,7,,,,,,,
367,935,4,1,True,False,34,6.33,7.0,5.4,4.1,7.3,6.5,7.7
368,897,3,3,True,False,18,4.9,5.0,3.7,3.6,2.9,8.2,6.0
369,439,1,4,False,False,12,,,,,,,
370,183,3,3,True,True,31,6.0,5.7,6.5,5.9,2.8,7.1,8.0
371,459,2,3,True,True,41,5.38,6.2,6.5,4.4,6.2,4.5,4.5
372,738,3,3,True,True,20,6.67,5.5,8.8,8.0,7.0,4.2,6.5
373,723,3,1,True,True,30,7.08,5.9,7.6,5.1,7.8,8.9,7.2
374,269,5,1,True,True,29,7.6,7.4,8.0,7.1,7.6,6.2,9.3
375,354,1,2,True,True,23,5.5,7.9,3.8,9.2,2.9,3.0,6.2
376,330,4,3,False,False,8,,,,,,,
377,480,1,2,True,False,56,6.12,8.1,5.9,5.0,5.1,6.8,5.8
378,625,2,1,False,False,15,,,,,,,
379,240,3,1,False,False,11,,,,,,,
380,14,4,1,False,False,6,,,,,,,
381,160,4,1,True,True,27,4.83,3.0,6.0,5.8,4.0,6.2,4.0
382,394,5,4,False,False,11,,,,,,,
383,425,3,1,True,True,24,4.7,9.2,6.4,4.5,1.9,2.7,3.5
384,683,2,2,False,False,9,,,,,,,
385,525,5,3,True,True,37,5.02,5.5,6.6,3.4,5.4,4.3,4.9
386,152,4,1,True,False,38,6.38,5.5,5.9,4.9,6.5,8.1,7.4
387,588,5,3,True,True,24,6.68,4.2,7.2,6.6,8.3,9.2,4.6
388,460,1,2,True,False,32,6.38,8.8,7.9,5.2,5.9,5.5,5.0
389,956,3,2,True,False,38,6.03,7.5,4.5,5.3,7.1,7.1,4.7
390,381,1,2,True,True,31,7.0,8.8,8.3,7.7,7.2,3.1,6.9
391,135,3,2,False,False,10,,,,,,,
392,930,2,1,True,True,36,5.22,6.8,2.9,8.3,5.5,6.1,1.7
393,289,4,4,True,True,20,7.2,4.8,7.0,5.9,7.9,8.7,8.9
394,39,2,1,True,False,32,5.75,3.8,5.7,4.7,3.4,8.6,8.3
395,830,4,1,False,False,14,,,,,,,
396,187,4,2,True,True,41,5.45,8.0,3.7,3.9,4.7,6.3,6.1
397,905,1,2,True,True,46,4.67,8.3,1.8,4.1,5.1,1.8,6.9
398,856,5,2,True,False,32,5.43,7.6,2.9,6.7,2.8,5.1,7.5
399,221,1,4,True,True,20,4.43,5.1,2.6,7.5,3.4,3.1,4.9
400,135,5,1,True,False,12,6.63,7.5,5.0,5.8,8.1,7.5,5.9
401,560,5,2,True,True,43,5.02,7.0,2.4,7.2,4.7,1.9,6.9
402,664,5,4,True,False,24,6.47,5.9,5.3,6.8,7.5,5.9,7.4
403,35,1,2,True,True,24,6.15,3.3,4.1,6.0,9.5,6.0,8.0
404,317,1,1,True,True,39,5.43,7.0,8.5,4.8,2.8,7.4,2.1
405,757,3,1,True,True,28,5.73,3.2,6.9,5.7,4.0,7.0,7.6
406,960,2,2,True,False,34,5.23,1.8,4.7,4.5,6.4,9.4,4.6
407,304,4,1,True,True,44,4.47,5.0,7.8,1.3,6.7,1.3,4.7
408,146,4,1,False,False,13,,,,,,,
409,677,5,1,True,True,15,6.43,3.2,5.6,6.7,7.6,6.2,9.3
410,148,3,3,True,True,23,5.6,5.2,5.0,2.2,6.5,6.8,7.9
411,719,2,1,False,False,10,,,,,,,
412,468,2,1,True,True,24,6.92,7.2,8.7,6.0,7.6,6.6,5.4
413,86,4,4,True,False,19,5.73,5.5,6.6,3.7,8.3,4.7,5.6
414,890,1,2,True,True,29,4.4,2.8,4.9,4.2,2.5,7.0,5.0
415,700,5,2,True,True,43,7.53,9.4,7.4,6.7,9.7,6.8,5.2
416,968,3,2,True,True,29,5.5,4.5,4.9,5.4,5.5,6.3,6.4
417,687,4,1,True,False,53,5.65,6.9,3.6,2.7,7.0,7.7,6.0
418,902,4,1,True,True,33,7.17,9.0,7.0,5.6,7.0,7.7,6.7
419,688,3,1,True,False,33,5.98,6.2,2.6,3.4,9.8,7.7,6.2
420,163,5,4,True,True,19,5.35,5.6,9.2,6.0,4.8,2.6,3.9
421,710,1,2,True,True,35,6.5,7.4,6.1,5.8,5.9,5.2,8.6
422,924,5,4,True,True,17,5.23,5.0,6.7,3.5,4.3,4.3,7.6
423,637,3,1,True,True,23,6.2,6.7,9.1,6.0,2.6,5.2,7.6
424,739,4,4,False,False,15,,,,,,,
425,1009,3,1,True,True,33,6.15,2.7,5.0,8.8,8.7,6.2,5.5
426,819,4,2,False,False,5,,,,,,,
427,825,5,4,False,False,17,,,,,,,
428,186,4,5,True,False,38,4.85,5.1,8.3,6.1,1.6,5.4,2.6
429,367,2,1,True,False,34,5.7,8.0,8.4,4.2,5.1,4.5,4.0
430,135,2,1,True,True,47,5.17,1.9,5.8,7.8,5.8,4.5,5.2
431,508,1,2,True,False,12,4.92,4.7,3.7,7.3,3.2,2.7,7.9
432,539,1,2,False,False,13,,,,,,,
433,57,5,3,True,False,16,5.55,7.2,2.5,8.0,7.1,3.0,5.5
434,426,5,1,True,False,20,5.52,2.9,3.3,8.5,5.5,5.9,7.0
435,171,1,1,False,False,16,,,,,,,
436,290,3,1,True,False,15,6.18,4.3,8.5,6.9,4.9,6.2,6.3
437,544,1,2,True,True,37,6.25,5.0,5.7,7.0,9.3,4.8,5.7
438,15,5,1,True,True,38,6.35,4.4,8.6,1.7,8.9,8.2,6.3
439,130,4,2,True,True,38,5.27,3.7,6.6,2.4,8.8,5.5,4.6
440,255,4,1,True,True,39,5.57,7.3,6.1,5.6,2.9,5.3,6.2
441,864,2,3,True,False,25,5.55,6.1,7.3,5.3,5.5,4.8,4.3
442,725,5,1,True,False,11,6.1,6.2,7.9,7.5,2.9,6.4,5.7
443,872,3,1,True,False,27,5.83,6.5,5.7,8.4,7.3,4.7,2.4
444,155,4,5,True,False,31,5.33,3.5,2.5,6.5,5.2,8.8,5.5
445,574,2,1,True,False,26,5.8,5.3,6.3,5.4,3.7,7.2,6.9
446,21,1,2,False,False,4,,,,,,,
447,780,5,3,True,True,39,5.33,5.8,7.3,7.0,1.2,5.3,5.4
448,554,5,1,True,True,16,6.17,6.4,6.0,7.7,3.6,8.2,5.1
449,913,2,1,True,False,23,5.68,7.3,5.3,5.3,5.4,5.6,5.2
450,1094,2,1,True,True,41,4.85,3.9,5.5,5.3,3.4,3.6,7.4
451,552,3,1,True,True,13,4.8,7.1,4.4,2.3,2.3,6.9,5.8
452,211,5,1,True,False,43,5.38,6.0,6.5,4.8,5.4,6.8,2.8
453,77,4,3,True,True,28,5.98,5.4,7.0,6.5,4.2,6.9,5.9
454,801,1,2,True,True,44,5.3,8.3,5.2,2.7,2.8,7.0,5.8
455,566,4,4,True,False,22,5.63,5.5,5.6,4.2,6.5,5.2,6.8
456,641,1,5,True,False,18,5.72,5.1,6.2,5.8,5.2,3.4,8.6
457,705,4,4,True,True,33,5.82,5.2,3.7,5.2,6.3,6.5,8.0
458,791,2,1,True,False,27,6.17,6.4,7.3,7.0,4.1,6.2,6.0
459,204,2,1,True,True,27,5.95,6.3,6.7,6.4,7.1,2.6,6.6
460,624,1,1,True,True,29,7.28,6.7,8.7,6.0,7.8,7.5,7.0
461,424,5,1,True,True,40,6.62,5.6,6.1,7.3,8.0,4.9,7.8
462,51,2,1,False,False,11,,,,,,,
463,140,2,3,True,False,42,5.57,6.1,6.1,5.9,4.2,7.2,3.9
464,124,2,1,True,False,29,6.92,8.2,5.2,8.5,5.1,9.4,5.1
465,102,1,2,True,True,11,6.37,6.6,8.3,6.9,3.9,5.8,6.7
466,669,1,3,True,True,22,5.53,3.9,6.9,4.7,5.5,4.7,7.5
467,619,5,1,True,True,32,6.18,2.4,7.5,6.5,5.0,7.1,8.6
468,314,2,1,True,True,23,6.02,5.3,6.8,6.4,6.8,7.6,3.2
469,566,3,2,True,True,22,6.4,7.8,8.3,3.2,7.1,4.6,7.4
470,830,1,5,True,True,38,6.1,4.6,4.5,7.9,7.6,7.5,4.5
471,681,2,3,True,True,24,4.48,6.0,4.3,3.4,2.3,7.5,3.4
472,223,5,1,True,False,26,5.85,5.4,5.6,4.5,9.5,4.7,5.4
473,670,5,2,True,True,37,5.75,7.6,7.4,2.2,6.9,2.9,7.5
474,563,3,4,True,False,26,5.85,8.8,3.2,8.0,7.1,3.6,4.4
475,247,1,2,False,False,16,,,,,,,
476,402,2,3,False,False,11,,,,,,,
477,387,3,1,False,False,3,,,,,,,
478,1051,3,1,False,False,17,,,,,,,
479,813,5,4,True,False,27,4.18,2.8,4.3,3.1,2.5,6.2,6.2
480,1002,4,2,True,False,28,5.82,8.3,3.9,7.1,2.9,4.8,7.9
481,94,1,2,False,False,10,,,,,,,
482,786,4,1,True,True,50,4.02,2.7,4.5,2.1,5.1,3.4,6.3
483,938,2,1,True,False,38,5.75,6.1,5.3,5.6,6.9,3.1,7.5
484,995,3,1,True,True,35,5.9,6.9,6.2,6.3,6.2,6.3,3.5
485,803,5,1,True,True,41,5.2,5.3,5.3,2.4,6.7,7.5,4.0
486,733,4,4,True,False,45,5.55,7.8,4.8,4.3,4.8,4.1,7.5
487,625,5,2,True,True,25,5.08,6.0,5.5,5.1,2.2,3.2,8.5
488,272,1,1,False,False,9,,,,,,,
489,420,5,1,True,True,31,5.62,7.6,7.4,5.4,2.4,8.8,2.1
490,940,3,1,True,True,27,5.47,3.7,6.4,2.0,8.5,5.9,6.3
491,155,1,1,True,True,42,6.52,4.1,7.3,7.3,7.6,9.1,3.7
492,454,1,2,False,False,16,,,,,,,
493,866,2,1,True,True,54,4.05,4.2,2.0,6.0,3.6,2.7,5.8
494,774,2,5,True,True,34,4.85,4.4,3.2,2.6,5.8,7.4,5.7
495,788,2,2,True,True,23,6.65,5.9,7.2,8.9,3.0,6.1,8.8
496,645,4,5,True,False,41,5.52,6.1,4.5,3.6,6.6,6.7,5.6
497,1049,1,1,False,False,18,,,,,,,
498,567,4,2,True,True,53,5.55,4.1,6.8,6.3,3.7,3.7,8.7
499,556,5,3,True,True,55,6.22,6.3,3.5,5.1,7.5,6.7,8.2
500,83,3,5,True,True,30,5.83,7.7,4.0,6.1,6.3,1.5,9.4
501,288,5,1,True,True,19,5.27,4.5,5.2,8.4,5.4,5.2,2.9
502,295,4,4,True,True,18,6.25,6.2,6.7,8.6,7.9,4.0,4.1
503,494,3,1,True,True,30,7.13,8.7,6.2,9.1,7.1,3.6,8.1
504,558,4,1,True,True,24,6.63,8.3,8.3,3.3,5.5,5.4,9.0
505,938,1,2,False,False,11,,,,,,,
506,768,3,4,True,True,40,5.62,5.6,6.3,3.4,6.9,6.4,5.1
507,15,5,1,True,False,34,5.5,7.3,2.8,7.2,4.1,6.3,5.3
508,909,3,1,True,False,25,5.9,7.2,8.5,2.7,3.9,8.0,5.1
509,80,3,3,True,True,44,5.58,4.9,5.4,5.4,8.5,4.2,5.1
510,805,2,5,True,True,20,5.68,5.2,5.3,4.4,5.4,8.3,5.5
511,558,5,5,True,False,26,4.72,6.9,5.7,4.5,2.6,4.6,4.0
512,824,4,1,True,False,28,7.55,8.0,8.0,8.2,8.5,6.3,6.3
513,956,1,3,True,True,58,5.77,6.5,8.2,7.1,3.2,5.7,3.9
514,274,2,1,True,True,19,6.68,6.1,7.3,4.1,7.7,8.2,6.7
515,934,3,2,True,True,31,7.1,4.8,6.9,6.5,8.1,9.0,7.3
516,680,5,1,True,True,29,5.97,8.7,6.9,6.4,7.6,4.0,2.2
517,152,1,1,True,True,27,7.13,7.4,9.2,7.3,7.6,6.5,4.8
518,629,1,2,True,False,22,6.03,5.9,4.5,6.0,5.9,4.8,9.1
519,412,4,2,True,True,34,4.4,7.2,4.4,2.3,5.8,3.3,3.4
520,989,2,2,True,True,26,5.68,4.5,5.0,8.1,4.2,3.8,8.5
521,743,3,4,True,False,32,6.38,7.0,8.4,2.2,7.4,7.0,6.3
522,107,1,1,True,False,40,5.73,6.4,5.7,4.7,7.8,4.3,5.5
523,876,2,1,True,True,30,4.78,4.1,4.6,6.5,5.1,4.0,4.4
524,1027,2,2,False,False,7,,,,,,,
525,878,4,2,True,True,22,6.07,5.4,6.5,5.0,6.3,7.4,5.8
526,553,5,1,True,True,16,6.1,7.9,4.1,7.5,8.7,4.3,4.1
527,125,4,1,True,True,35,7.42,7.5,8.2,6.9,8.5,5.3,8.1
528,917,4,1,True,False,28,6.7,6.2,6.1,4.1,9.3,4.7,9.8
529,729,5,3,True,True,38,6.05,6.8,5.4,7.6,4.6,6.0,5.9
530,730,4,1,True,False,30,5.77,7.6,7.3,4.6,8.3,4.4,2.4
531,698,3,5,True,True,23,6.07,6.9,2.3,9.9,6.7,3.0,7.6
532,353,4,1,True,True,22,5.38,8.3,4.0,2.7,6.8,3.7,6.8
533,647,3,1,True,True,27,6.05,8.2,3.8,6.0,5.4,7.6,5.3
534,611,1,2,True,True,40,6.95,6.4,8.4,6.1,4.0,7.7,9.1
535,704,5,3,False,False,7,,,,,,,
536,822,3,1,False,False,8,,,,,,,
537,27,4,2,True,False,21,5.38,5.4,4.1,6.5,3.2,6.4,6.7
538,961,1,1,True,True,26,5.2,7.6,3.6,2.3,6.9,7.0,3.8
539,258,1,5,True,True,40,3.98,3.0,3.5,3.2,2.1,6.4,5.7
540,538,4,2,False,False,10,,,,,,,
541,856,3,3,True,True,25,6.25,8.5,6.1,6.4,5.9,6.6,4.0
542,908,5,3,False,False,8,,,,,,,
543,1053,4,1,True,True,37,5.4,6.5,7.3,5.9,1.9,6.0,4.8
544,466,5,2,False,False,7,,,,,,,
545,337,4,2,True,False,43,5.7,7.6,2.9,3.5,4.4,7.8,8.0
546,980,2,5,False,False,12,,,,,,,
547,1045,3,3,True,True,33,5.55,6.6,2.1,6.1,5.9,7.8,4.8
548,66,1,1,False,False,17,,,,,,,
549,604,5,1,True,True,22,7.28,3.8,9.7,4.7,8.9,8.7,7.9
550,456,2,2,True,False,35,5.85,2.6,6.4,5.5,6.1,8.3,6.2
551,253,3,2,True,True,49,5.95,7.8,4.3,4.5,7.5,7.8,3.8
552,823,5,1,True,True,15,5.55,9.1,4.2,3.4,5.4,5.7,5.5
553,422,3,1,True,True,15,5.85,3.3,8.9,7.5,5.9,7.6,1.9
554,464,3,1,True,True,33,6.92,5.1,9.1,6.4,7.4,4.5,9.0
555,48,1,2,True,False,32,5.1,4.6,2.8,6.0,4.4,6.7,6.1
556,301,1,5,True,True,39,5.78,3.4,5.1,6.3,5.6,6.5,7.8
557,712,5,1,False,False,13,,,,,,,
558,395,1,1,False,False,12,,,,,,,
559,705,4,4,True,False,38,7.88,8.8,9.1,7.1,8.3,7.5,6.5
560,307,2,3,True,False,33,4.78,4.7,7.0,3.1,6.7,3.9,3.3
561,435,3,2,True,True,15,6.07,5.9,6.9,3.1,5.8,7.0,7.7
562,215,2,1,True,True,27,5.17,7.6,3.5,5.2,2.9,4.7,7.1
563,304,3,2,True,True,26,6.67,8.3,4.2,5.3,7.7,8.3,6.2
564,916,4,3,True,True,43,5.15,4.2,6.7,5.1,9.2,3.1,2.6
565,98,4,1,False,False,7,,,,,,,
566,347,1,1,True,True,30,6.93,5.5,4.3,9.4,6.4,7.2,8.8
567,411,2,5,True,True,19,6.05,6.2,4.6,6.0,3.2,8.4,7.9
568,392,2,1,True,False,25,6.62,5.4,9.5,7.7,6.5,6.4,4.2
569,376,4,3,True,True,21,4.6,4.9,2.0,9.5,3.1,5.5,2.6
570,327,2,5,True,False,27,5.22,6.4,4.3,6.4,7.5,4.6,2.1
571,550,4,1,True,True,31,3.97,1.6,6.2,5.7,4.5,3.3,2.5
572,316,1,1,True,True,46,5.08,2.7,4.6,3.6,6.1,5.5,8.0
573,1059,1,3,True,False,34,5.07,9.1,1.8,3.1,6.5,6.6,3.3
574,419,4,4,True,True,21,6.08,3.9,7.0,8.5,5.5,6.1,5.5
575,1050,3,3,True,False,30,4.55,7.3,3.4,3.9,5.5,3.4,3.8
576,81,3,2,True,False,27,4.77,5.4,4.0,3.3,6.3,7.2,2.4
577,753,5,2,True,True,29,5.62,3.9,4.8,7.2,6.6,8.5,2.7
578,1093,3,3,True,False,27,5.23,9.4,1.9,6.1,6.3,3.3,4.4
579,168,2,1,False,False,10,,,,,,,
580,1053,2,1,True,True,22,6.63,6.9,8.6,6.3,5.7,6.0,6.3
581,1048,5,3,True,True,44,6.25,4.5,7.9,4.5,5.1,7.1,8.4
582,536,5,4,True,True,42,5.87,6.5,6.8,4.3,5.2,7.3,5.1
583,317,2,1,True,True,29,4.9,4.7,4.5,7.9,1.8,5.5,5.0
584,716,5,2,True,True,17,5.43,4.0,5.5,5.7,5.9,4.7,6.8
585,41,3,3,True,False,30,5.78,4.3,7.9,3.2,6.5,4.9,7.9
586,432,3,1,True,True,31,6.67,9.3,4.6,5.0,6.9,5.1,9.1
587,1073,4,3,True,True,25,5.32,5.2,3.5,4.9,6.3,6.5,5.5
588,851,5,1,True,False,18,5.23,6.5,7.4,3.0,2.2,5.0,7.3
589,956,5,3,True,True,26,5.3,7.9,3.8,7.7,3.9,4.7,3.8
590,151,5,4,False,False,3,,,,,,,
591,196,1,3,True,True,21,5.13,9.1,4.9,6.2,4.8,3.3,2.5
592,94,2,1,True,True,55,5.37,6.5,3.7,2.2,9.0,3.4,7.4
593,548,4,5,True,False,34,5.32,4.8,6.4,6.0,9.8,3.2,1.7
594,395,4,2,True,True,51,7.2,8.0,6.3,7.1,8.5,7.4,5.9
595,901,5,3,True,True,29,5.63,3.9,8.9,5.6,7.9,2.7,4.8
596,800,4,1,True,False,25,7.27,6.1,8.1,6.5,8.4,7.5,7.0
597,122,2,2,True,False,30,4.97,2.2,2.8,5.3,6.2,5.7,7.6
598,1019,2,1,True,False,26,5.3,3.7,5.9,7.4,4.6,3.1,7.1
599,975,3,3,True,True,23,5.2,5.1,3.6,4.4,5.5,5.1,7.5
600,716,3,2,True,False,54,6.03,5.0,5.7,3.1,7.5,7.9,7.0
601,443,5,4,False,False,9,,,,,,,
602,343,4,1,True,True,14,6.17,5.3,7.9,9.5,5.1,4.0,5.2
603,870,3,1,True,False,42,5.45,4.0,5.1,7.1,6.0,5.7,4.8
604,278,2,2,True,False,18,5.25,5.8,7.3,2.2,3.6,8.5,4.1
605,605,4,5,True,True,29,5.88,9.0,3.6,6.3,6.1,2.6,7.7
606,748,4,3,True,True,48,5.53,5.9,4.0,4.9,6.8,7.3,4.3
607,604,4,1,True,True,30,5.85,5.2,7.3,8.6,5.5,4.8,3.7
608,852,1,1,True,False,23,6.1,5.7,9.0,7.8,6.8,1.9,5.4
609,820,1,5,True,False,34,5.92,3.3,7.5,7.6,6.7,4.7,5.7
610,377,4,1,True,True,25,5.72,2.0,8.1,5.8,7.7,6.7,4.0
611,494,1,2,False,False,9,,,,,,,
612,341,4,2,True,True,51,6.12,7.5,3.6,6.4,8.2,4.4,6.6
613,547,1,3,True,True,53,5.62,4.4,6.5,6.6,8.5,2.8,4.9
614,348,5,1,True,True,21,4.18,2.9,4.3,5.5,2.3,6.0,4.1
615,596,2,2,True,True,25,6.52,6.5,8.2,7.0,8.0,1.8,7.6
616,1066,3,1,True,True,25,5.9,4.6,5.3,7.2,6.5,8.6,3.2
617,457,3,3,True,True,15,4.82,3.8,5.6,6.0,7.2,2.0,4.3
618,38,2,3,True,False,22,6.25,7.4,4.2,7.0,6.0,5.7,7.2
619,821,2,2,True,True,20,5.85,1.9,8.5,3.5,9.3,5.8,6.1
620,638,3,3,True,True,34,5.18,6.0,7.7,3.4,6.9,2.1,5.0
621,454,3,2,True,False,16,4.93,6.7,6.9,3.0,1.6,5.0,6.4
622,978,3,1,False,False,12,,,,,,,
623,525,1,4,True,True,22,6.13,6.5,6.0,5.5,4.4,8.5,5.9
624,987,1,3,True,True,36,6.37,6.3,7.4,3.4,7.4,4.4,9.3
625,986,5,1,True,False,49,5.8,4.0,5.9,6.2,6.3,9.3,3.1
626,743,1,5,True,False,49,6.15,8.0,8.4,5.7,7.4,4.6,2.8
627,642,5,1,True,False,39,6.23,3.1,9.2,8.3,5.0,5.8,6.0
628,872,3,3,True,True,22,6.82,7.3,6.5,5.6,9.5,5.8,6.2
629,241,2,2,True,False,48,5.12,6.6,1.3,5.6,3.1,6.2,7.9
630,680,2,2,False,False,11,,,,,,,
631,710,3,2,True,False,33,5.18,5.2,2.1,6.9,5.2,3.3,8.4
632,954,5,3,True,True,17,6.23,2.5,7.4,2.9,7.4,7.7,9.5
633,1047,1,3,True,False,24,5.68,6.3,6.7,5.8,5.3,3.0,7.0
634,208,3,4,True,True,15,5.98,5.9,3.0,7.8,4.5,8.9,5.8
635,1025,3,1,True,True,45,4.72,3.1,4.1,4.1,5.5,4.5,7.0
636,1057,2,1,False,False,8,,,,,,,
637,926,3,5,True,True,40,5.32,6.3,3.8,7.0,5.2,4.2,5.4
638,257,4,2,False,False,13,,,,,,,
639,816,2,2,True,True,46,6.17,5.3,3.8,6.7,6.1,7.4,7.7
640,469,4,1,True,True,12,6.57,7.2,7.3,7.8,6.7,6.6,3.8
641,678,1,2,True,False,29,4.43,2.7,5.8,3.7,6.5,2.4,5.5
642,674,4,1,True,True,22,6.8,6.4,4.6,8.9,8.2,4.7,8.0
643,783,4,3,True,True,45,5.4,7.4,3.8,2.0,5.6,5.8,7.8
644,276,4,3,True,False,11,4.92,4.9,5.3,2.7,3.6,7.3,5.7
645,1038,3,3,True,True,47,6.35,4.3,6.4,8.3,8.0,4.9,6.2
646,690,3,2,True,True,51,6.23,8.4,6.4,5.2,4.2,9.3,3.9
647,142,5,1,True,True,40,7.23,6.2,9.2,8.4,9.3,2.9,7.4
648,1028,1,1,True,True,37,6.5,6.6,7.5,6.2,6.5,7.3,4.9
649,990,1,3,True,True,42,5.57,5.8,6.8,5.5,6.0,3.6,5.7
650,509,2,4,True,False,28,6.18,6.9,7.5,8.6,4.0,6.2,3.9
651,113,3,3,True,False,31,5.27,7.3,6.6,6.2,2.8,4.5,4.2
652,195,2,1,True,True,25,4.67,4.8,4.0,3.1,3.8,6.0,6.3
653,773,3,2,True,True,23,5.03,6.1,3.0,5.5,5.0,4.5,6.1
654,130,5,5,True,True,38,5.55,3.6,2.6,9.0,8.1,6.2,3.8
655,1058,1,4,False,False,11,,,,,,,
656,545,2,1,True,True,43,6.33,3.6,8.7,6.7,6.2,5.4,7.4
657,80,5,4,False,False,15,,,,,,,
658,742,5,2,True,False,32,6.1,5.0,4.9,4.8,6.6,7.0,8.3
659,878,2,3,True,True,30,6.97,7.5,7.9,8.2,7.8,6.6,3.8
660,1030,4,5,True,True,24,5.17,8.2,6.6,3.9,5.9,1.7,4.7
661,74,2,5,True,False,44,5.57,8.2,5.1,4.8,8.6,2.8,3.9
662,1001,3,3,False,False,14,,,,,,,
663,378,5,3,True,False,23,7.02,9.6,8.0,9.3,6.3,5.1,3.8
664,821,1,3,True,True,51,5.53,6.4,6.6,6.3,7.2,4.2,2.5
665,262,4,2,True,False,36,6.07,5.4,8.8,3.5,7.8,6.2,4.7
666,752,4,1,False,False,5,,,,,,,
667,501,2,4,True,False,13,6.37,5.4,7.4,4.2,8.6,5.2,7.4
668,1089,4,1,True,True,41,5.12,7.5,2.9,4.3,5.9,6.2,3.9
669,938,4,2,False,False,7,,,,,,,
670,566,5,1,True,True,39,6.38,6.1,7.7,3.8,6.8,7.9,6.0
671,736,2,4,True,False,48,6.18,5.0,9.2,5.8,5.7,5.3,6.1
672,606,4,1,True,True,50,6.4,5.0,8.8,6.9,7.4,4.3,6.0
673,543,3,2,True,True,25,5.62,7.0,2.8,5.9,5.6,5.0,7.4
674,209,4,5,True,True,23,4.87,8.7,3.4,3.4,6.0,4.2,3.5
675,184,3,1,True,True,12,5.18,3.7,5.5,3.9,4.6,6.1,7.3
676,575,5,4,True,True,39,6.15,5.4,5.8,3.8,7.7,6.0,8.2
677,869,2,2,True,True,19,5.17,6.9,5.1,4.0,5.4,6.2,3.4
678,995,5,4,True,False,44,6.17,6.7,4.0,8.1,6.3,5.1,6.8
679,379,2,3,True,True,27,6.83,4.8,6.3,8.5,7.4,6.8,7.2
680,988,1,2,True,True,43,4.95,7.0,5.6,4.6,5.6,1.9,5.0
681,205,3,2,True,True,41,5.8,5.2,8.7,4.4,4.3,7.7,4.5
682,1090,1,1,False,False,15,,,,,,,
683,82,5,5,True,True,21,6.13,5.4,5.0,7.3,5.8,7.9,5.4
684,518,3,4,False,False,15,,,,,,,
685,1088,1,1,True,True,24,4.5,4.6,4.5,3.3,5.6,3.6,5.4
686,188,2,2,True,True,41,6.4,4.0,6.5,5.6,9.2,8.0,5.1
687,644,1,2,True,True,26,7.13,4.2,6.2,7.0,9.1,8.5,7.8
688,1043,3,1,True,True,33,4.88,5.7,4.9,6.7,3.6,4.9,3.5
689,413,2,1,True,True,32,6.65,5.1,7.8,6.1,6.5,7.0,7.4
690,1096,5,2,True,False,27,5.37,5.6,5.9,3.9,6.6,5.4,4.8
691,197,1,2,True,True,35,4.7,4.8,2.2,8.6,1.1,5.1,6.4
692,897,5,2,True,True,29,4.18,3.3,3.9,6.9,3.3,5.4,2.3
693,295,2,2,True,True,14,5.6,5.6,7.4,6.3,3.3,3.8,7.2
694,47,1,4,True,False,39,6.13,5.3,8.6,4.8,4.9,6.2,7.0
695,328,5,2,True,False,25,5.62,4.5,5.2,5.6,7.3,4.4,6.7
696,217,4,1,False,False,13,,,,,,,
697,998,1,2,True,True,21,6.03,4.0,8.0,4.5,5.7,5.1,8.9
698,326,3,1,False,False,2,,,,,,,
699,901,2,4,True,False,45,6.42,5.8,6.6,7.7,7.7,3.9,6.8
700,840,3,3,True,False,20,6.02,6.6,4.4,8.6,4.2,7.0,5.3
701,630,2,1,False,False,12,,,,,,,
702,644,4,1,True,True,37,5.47,4.5,4.5,4.7,6.5,4.3,8.3
703,373,3,1,True,True,25,5.48,5.0,6.0,7.3,5.3,5.4,3.9
704,994,3,2,True,True,21,5.52,8.4,3.6,6.4,6.2,2.7,5.8
705,730,2,1,False,False,15,,,,,,,
706,356,1,1,True,True,23,6.42,1.8,8.9,4.9,8.2,7.9,6.8
707,241,1,3,True,True,14,5.7,4.1,7.7,5.5,4.1,8.0,4.8
708,137,4,3,False,False,8,,,,,,,
709,239,4,4,True,True,32,6.03,4.9,6.0,6.7,3.0,7.0,8.6
710,577,4,2,True,False,19,5.88,4.5,7.3,3.8,6.2,8.1,5.4
711,517,5,1,True,False,20,6.57,8.9,1.9,8.4,6.7,7.7,5.8
712,692,5,3,False,False,14,,,,,,,
713,1054,4,1,False,False,7,,,,,,,
714,42,4,1,True,True,37,5.67,6.0,3.5,9.0,5.3,5.8,4.4
715,753,1,1,True,True,16,6.47,9.1,7.0,6.0,4.8,7.6,4.3
716,237,1,1,True,True,20,4.4,7.1,3.9,3.9,6.7,2.5,2.3
717,919,2,1,True,False,25,5.12,4.7,2.3,5.1,7.4,7.5,3.7
718,259,4,2,True,True,40,5.97,7.6,4.6,3.6,4.2,8.3,7.5
719,300,1,1,True,False,20,6.03,8.7,5.2,2.3,9.2,5.7,5.1
720,581,2,1,False,False,12,,,,,,,
721,1052,2,2,True,True,17,5.08,5.4,3.9,3.8,4.9,4.7,7.8
722,910,1,1,True,True,24,4.63,3.6,3.3,6.1,6.7,4.0,4.1
723,335,5,5,True,True,18,6.08,6.5,4.9,8.6,6.8,7.2,2.5
724,769,4,2,False,False,12,,,,,,,
725,755,5,2,True,True,16,5.95,6.8,7.0,2.4,8.4,5.9,5.2
