tevredenheid_id,medewerker_id,patient_id,tevredenheid
1571,4,1342,7
1572,1,1743,6
1573,3,1415,5
1574,4,1252,1
1575,1,1098,2
1576,5,1872,5
1577,4,981,3
1578,3,1066,1
1579,1,324,9
1580,2,1726,10
1581,2,517,4
1582,5,323,7
1583,2,1203,4
1584,4,690,9
1585,2,361,5
1586,4,849,6
1587,1,520,9
1588,3,36,4
1589,1,895,9
1590,5,946,4
1591,5,1854,2
1592,2,1853,6
1593,2,1741,8
1594,3,1857,2
1595,4,1810,9
1596,3,895,2
1597,1,1945,7
1598,4,520,9
1599,1,1294,8
1600,5,134,3
1601,3,516,7
1602,4,301,3
1603,4,1673,4
1604,4,1583,7
1605,3,1329,5
1606,3,1043,9
1607,2,528,10
1608,4,1093,6
1609,5,1243,10
1610,4,15,5
1611,1,37,4
1612,3,1131,6
1613,4,1823,6
1614,1,1161,4
1615,1,1345,6
1616,3,146,6
1617,4,1312,4
1618,1,34,4
1619,1,713,2
1620,5,1035,2
1621,3,621,10
1622,4,793,5
1623,5,698,9
1624,5,1449,5
1625,5,1739,7
1626,5,1927,2
1627,1,1132,8
1628,5,841,2
1629,3,278,4
1630,3,359,9
1631,3,1565,3
1632,3,885,6
1633,1,250,5
1634,5,1968,4
1635,4,1085,7
1636,1,1318,3
1637,3,1529,6
1638,5,1859,5
1639,2,335,7
1640,2,278,9
1641,5,292,9
1642,2,212,8
1643,1,138,4
1644,1,1964,1
1645,2,421,10
1646,3,1927,8
1647,3,344,3
1648,2,484,9
1649,4,1724,1
1650,4,1470,9
1651,3,1021,5
1652,3,1386,9
1653,3,1140,5
1654,5,469,9
1655,4,1028,8
1656,1,688,3
1657,3,473,3
1658,3,611,2
1659,5,1145,1
1660,3,814,1
1661,4,1194,1
1662,4,902,3
1663,3,1102,9
1664,3,1814,2
1665,2,980,1
1666,3,466,2
1667,5,478,2
1668,2,714,9
1669,1,1036,9
1670,3,84,10
1671,4,278,1
1672,1,1078,1
1673,3,322,10
1674,4,1574,2
1675,2,458,1
1676,5,1677,6
1677,3,1810,3
1678,5,319,10
1679,2,764,5
1680,5,1506,8
1681,4,1542,5
1682,2,1026,10
1683,2,1917,6
1684,4,1302,1
1685,2,1335,4
1686,3,425,5
1687,4,1783,10
1688,1,1882,6
1689,4,1331,7
1690,3,1297,10
1691,1,1281,6
1692,4,1885,1
1693,4,206,5
1694,1,330,6
1695,3,994,10
1696,4,1311,10
1697,4,480,2
1698,1,295,1
1699,5,1241,3
1700,2,1136,5
1701,1,154,8
1702,5,51,4
1703,4,674,1
1704,1,155,2
1705,2,1037,1
1706,5,580,5
1707,1,1623,9
1708,5,454,8
1709,4,1981,1
1710,2,1083,10
1711,3,203,1
1712,3,432,5
1713,1,353,2
1714,2,1212,7
1715,2,829,9
1716,1,1007,7
1717,4,1584,6
1718,5,656,1
1719,3,567,2
1720,1,824,9
1721,1,492,7
1722,4,601,3
1723,1,1179,5
1724,5,1202,9
1725,4,1987,3
1726,5,951,5
1727,2,1989,6
1728,1,862,3
1729,2,1420,9
1730,1,775,4
1731,2,846,10
1732,3,465,3
1733,5,783,8
1734,1,923,10
1735,5,1371,2
1736,2,997,10
1737,5,652,2
1738,4,606,10
1739,5,714,7
1740,2,61,4
1741,5,342,6
1742,3,420,1
1743,5,505,2
1744,3,352,6
1745,4,297,9
1746,1,919,3
1747,5,1970,7
1748,1,1840,1
1749,5,1881,2
1750,3,132,2
1751,3,1195,10
1752,1,1703,8
1753,5,1551,5
1754,4,1912,9
1755,3,138,1
1756,4,920,5
1757,3,287,3
1758,1,1327,2
1759,5,20,10
1760,1,123,2
1761,5,474,5
1762,1,1075,4
1763,5,178,5
1764,5,1818,10
1765,5,77,8
1766,4,731,6
1767,5,422,3
1768,4,1267,9
1769,2,604,10
1770,3,554,9
1771,1,1268,9
1772,2,213,3
1773,2,409,2
1774,3,438,2
1775,1,1282,2
1776,2,1556,7
1777,1,714,4
1778,2,575,7
1779,4,1770,9
1780,2,1142,9
1781,2,1502,7
1782,2,1202,5
1783,4,1360,2
1784,5,1798,5
1785,5,1028,6
1786,1,129,6
1787,5,1396,9
1788,4,465,1
1789,5,985,7
1790,4,915,5
1791,2,755,2
1792,4,1239,6
1793,1,1804,5
1794,4,1315,3
1795,5,203,3
1796,4,811,1
1797,5,1591,8
1798,4,1370,5
1799,3,919,3
1800,1,1955,9
1801,2,564,10
1802,1,70,6
1803,4,380,1
1804,4,502,8
1805,4,1501,1
1806,5,570,8
1807,5,1870,9
1808,1,224,6
1809,4,1243,2
1810,1,1260,10
1811,3,1175,7
1812,2,652,7
1813,3,1336,5
1814,5,1233,10
1815,2,681,7
1816,1,992,5
1817,5,899,10
1818,2,433,3
1819,4,694,3
1820,1,1086,3
1821,4,1734,8
1822,3,1389,6
1823,2,63,5
1824,5,475,10
1825,1,1713,1
1826,2,1817,2
1827,2,1619,3
1828,5,1999,4
1829,2,1603,10
1830,4,459,5
1831,1,299,7
1832,2,637,7
1833,5,1430,9
1834,2,649,7
1835,3,669,2
1836,2,1274,1
1837,1,1856,9
1838,4,923,2
1839,3,77,4
1840,4,1889,5
1841,4,1175,4
1842,2,93,1
1843,2,244,6
1844,2,1540,4
1845,3,1461,1
1846,2,827,6
1847,3,1189,10
1848,4,630,7
1849,3,1064,9
1850,1,1994,7
1851,1,8,1
1852,4,239,1
1853,4,307,8
1854,4,451,9
1855,5,1174,7
1856,3,262,4
1857,5,1856,2
1858,1,40,1
1859,5,224,10
1860,4,1607,1
1861,2,1736,6
1862,5,1913,10
1863,4,1674,2
1864,1,1235,2
1865,2,1504,4
1866,5,829,2
1867,2,1626,6
1868,1,880,2
1869,3,979,9
1870,1,704,4
1871,3,918,6
1872,3,924,8
1873,4,1495,1
1874,2,1714,2
1875,4,899,1
1876,4,371,10
1877,4,1961,8
1878,3,584,1
1879,2,183,5
1880,2,8,9
1881,5,1498,6
1882,4,868,1
1883,2,760,10
1884,1,1275,10
1885,4,1029,10
1886,5,715,7
1887,4,1809,6
1888,3,1032,3
1889,5,905,4
1890,1,257,8
1891,5,1863,5
1892,2,60,2
1893,5,348,4
1894,3,786,7
1895,1,1757,7
1896,1,982,3
1897,5,129,4
1898,5,1051,2
1899,5,756,9
1900,4,342,4
1901,2,1035,9
1902,1,1828,5
1903,2,544,8
1904,1,820,10
1905,2,1664,5
1906,2,889,4
1907,1,1720,5
1908,5,749,1
1909,4,163,5
1910,1,1395,10
1911,1,1571,4
1912,2,25,6
1913,5,553,8
1914,4,1863,9
1915,2,249,3
1916,1,699,2
1917,5,1775,1
1918,4,1100,7
1919,1,1400,5
1920,4,1261,2
1921,4,36,10
1922,3,1746,6
1923,1,375,4
1924,1,1839,1
1925,2,1211,8
1926,2,1147,1
1927,4,1170,4
1928,5,574,3
1929,5,986,5
1930,1,1495,9
1931,3,491,1
1932,1,333,7
1933,5,320,4
1934,4,1454,10
1935,4,61,5
1936,1,1748,7
1937,2,525,1
1938,4,231,8
1939,3,1119,5
1940,4,1314,1
1941,3,775,5
1942,2,381,1
1943,1,570,4
1944,4,1052,3
1945,1,1916,10
1946,2,1579,9
1947,5,787,9
1948,5,121,4
1949,4,1869,3
1950,1,388,4
1951,3,1855,1
1952,4,900,8
1953,3,1865,4
1954,4,687,10
1955,3,783,9
1956,4,1619,5
1957,1,1449,7
1958,2,1919,5
1959,2,1184,10
1960,1,417,10
1961,2,970,7
1962,1,304,9
1963,2,746,7
1964,3,288,5
1965,4,1456,7
1966,4,1628,9
1967,4,675,3
1968,5,855,8
1969,5,136,9
1970,2,515,8
1971,5,112,6
1972,4,1162,1
1973,4,1893,7
1974,1,863,6
1975,4,114,10
1976,4,1368,5
1977,3,989,5
1978,3,984,4
1979,5,1213,3
1980,1,267,5
1981,4,1668,1
1982,5,1483,6
1983,5,1321,3
1984,2,1704,6
1985,5,1839,6
1986,5,1796,5
1987,2,1590,1
1988,1,1528,1
1989,1,507,10
1990,4,1416,10
1991,3,1337,8
1992,1,1485,10
1993,4,1525,8
1994,2,396,1
1995,1,1879,1
1996,4,1184,8
1997,4,1472,9
1998,3,785,10
1999,3,880,4
2000,4,1046,4
2001,3,18,2
2002,3,1299,1
2003,4,816,9
2004,2,1983,10
2005,4,516,6
2006,2,1637,4
2007,3,697,6
2008,1,846,4
2009,4,1112,4
2010,1,819,4
2011,5,1509,2
2012,2,882,5
2013,1,1008,6
2014,3,593,10
2015,3,1779,9
2016,4,1990,5
2017,5,3,6
2018,1,808,5
2019,3,1447,2
2020,4,928,8
2021,4,102,10
2022,5,1064,5
2023,5,1532,5
2024,5,1751,8
2025,2,487,7
2026,2,432,9
2027,4,769,10
2028,2,239,10
2029,1,506,8
2030,2,476,7
2031,4,1799,2
2032,2,1113,1
2033,1,21,7
2034,5,1792,3
2035,5,1194,9
2036,2,1796,10
2037,1,976,9
2038,4,930,5
2039,3,887,2
2040,2,1846,8
2041,4,582,8
2042,2,436,1
2043,3,1436,7
2044,1,943,10
2045,3,613,6
2046,2,180,8
2047,2,590,3
2048,3,1177,7
2049,5,801,5
2050,4,409,7
2051,5,1331,8
2052,2,971,2
2053,4,1559,4
2054,3,1518,10
2055,2,1478,2
2056,1,1896,7
2057,1,1278,9
2058,2,951,7
2059,4,1065,3
2060,4,1874,10
2061,5,1553,10
2062,5,736,8
2063,1,948,6
2064,5,689,5
2065,5,502,2
2066,4,1231,3
2067,4,1614,10
2068,4,93,7
2069,1,1430,8
2070,5,94,3
2071,1,1514,8
2072,3,1292,4
2073,1,1463,10
2074,3,1050,5
2075,4,258,3
2076,4,1099,6
2077,3,485,2
2078,2,1941,1
2079,1,993,3
2080,4,745,5
2081,2,1402,1
2082,1,1201,7
2083,4,1516,5
2084,4,403,7
2085,1,1508,9
2086,4,19,6
2087,5,876,10
2088,5,1082,10
2089,4,1780,7
2090,3,46,8
2091,4,976,8
2092,1,794,2
2093,2,553,4
2094,2,1773,7
2095,4,661,5
2096,1,572,1
2097,1,1272,2
2098,3,457,8
2099,2,1888,9
2100,1,1814,8
2101,3,2,8
2102,5,607,5
2103,3,1306,9
2104,2,1466,5
2105,4,310,7
2106,2,613,9
2107,2,1279,3
2108,5,1162,6
2109,4,964,4
2110,1,1836,7
2111,2,1816,9
2112,4,143,4
2113,5,1231,1
2114,3,793,6
2115,1,586,8
2116,5,703,4
2117,1,806,2
2118,3,1730,3
2119,3,490,2
2120,4,883,2
2121,3,717,4
2122,5,981,10
2123,3,8,1
2124,4,1054,4
2125,1,1326,4
2126,2,1992,3
2127,1,896,8
2128,4,1588,10
2129,2,884,7
2130,2,1473,7
2131,5,498,7
2132,4,1101,10
2133,2,964,4
2134,5,24,10
2135,4,1369,5
2136,1,920,4
2137,2,1281,3
2138,3,1494,3
2139,3,712,9
2140,5,579,7
2141,3,703,6
2142,1,597,4
2143,1,278,5
2144,2,1986,10
2145,3,687,9
2146,4,1592,2
2147,3,1038,9
2148,4,1118,5
2149,4,1460,1
2150,3,469,2
2151,2,1096,7
2152,5,1057,7
2153,5,1914,1
2154,2,333,5
2155,3,652,5
2156,2,960,3
2157,5,1548,2
2158,4,1464,7
2159,2,1842,3
2160,5,1632,2
2161,2,677,4
2162,2,1027,10
2163,2,1944,10
2164,2,1293,3
2165,5,1750,4
2166,3,1246,5
2167,1,1891,1
2168,3,1445,10
2169,4,265,6
2170,1,925,4
2171,2,1939,3
2172,4,1817,6
2173,3,977,3
2174,3,1180,1
2175,1,1633,9
2176,2,406,3
2177,2,541,8
2178,5,1391,9
2179,4,926,10
2180,2,1065,9
2181,4,121,1
2182,4,1991,6
2183,3,1045,2
2184,2,1806,6
2185,1,1193,10
2186,5,609,4
2187,4,1870,8
2188,2,1969,1
2189,1,1665,9
2190,3,212,10
2191,2,1215,6
2192,5,1450,6
2193,5,1539,10
2194,5,685,4
2195,4,911,10
2196,3,1527,4
2197,5,491,5
2198,2,1240,3
2199,3,486,2
2200,5,182,3
2201,5,1358,9
2202,2,1538,1
2203,3,843,2
2204,4,850,4
2205,5,277,2
2206,2,1592,2
2207,3,1307,4
2208,2,65,4
2209,4,1555,8
2210,5,716,2
2211,2,202,1
2212,2,1669,7
2213,2,1602,9
2214,3,1970,10
2215,3,1057,5
