datum_id,dag,week,maand,kwartaal,jaar
1069,4,49,12,4,2024
1070,5,49,12,4,2024
1071,6,49,12,4,2024
1072,7,49,12,4,2024
1073,8,49,12,4,2024
1074,9,50,12,4,2024
1075,10,50,12,4,2024
1076,11,50,12,4,2024
1077,12,50,12,4,2024
1078,13,50,12,4,2024
1079,14,50,12,4,2024
1080,15,50,12,4,2024
1081,16,51,12,4,2024
1082,17,51,12,4,2024
1083,18,51,12,4,2024
1084,19,51,12,4,2024
1085,20,51,12,4,2024
1086,21,51,12,4,2024
1087,22,51,12,4,2024
1088,23,52,12,4,2024
1089,24,52,12,4,2024
1090,25,52,12,4,2024
1091,26,52,12,4,2024
1092,27,52,12,4,2024
1093,28,52,12,4,2024
1094,29,52,12,4,2024
1095,30,1,12,4,2024
1096,31,1,12,4,2024
